날짜,조식,조식열량,중식,중식열량,석식,석식열량,증특식,증특식열량,열량합계
"2026-04-28","배추김치","14kcal","배추김치","14kcal","깍두기","15.2kcal","","","2527.53kcal"
"2026-04-29","쌀밥","297.5kcal","클로렐라쌀밥","245kcal","조밥","299.29kcal","","","2527.53kcal"
"2026-04-29","돼지고기고추장찌개","75.13kcal","닭볶음탕","421.94kcal","건새우애호박찌개","45.9kcal","","","3228.56kcal"
"2026-04-29","고기산적볶음","303.08kcal","가자미구이&양념장","183.21kcal","대패삼겹두루치기","496.63kcal","","","3228.56kcal"
"2026-04-29","얼갈이된장무침","13.76kcal","우삼겹명란소스샐러드","220.81kcal","콩나물무침","27.43kcal","","","3228.56kcal"
"2026-04-29","백색우유","129.5kcal","찹쌀김부각","215kcal","배추김치","14kcal","","","3228.56kcal"
"2026-04-29","깍두기","15.2kcal","후식(1종)","39kcal","0","0","","","3228.56kcal"
"2026-04-29","0","0","배추김치","14kcal","0","0","","","3228.56kcal"
"2026-04-30","쌀밥","297.5kcal","해물라멘","174.67kcal","쌀밥","297.5kcal","","","2176.61kcal"
"2026-04-30","감자된장국","32.15kcal","셀프유부초밥(소량)","154.22kcal","고추참치순두부찌개","173.14kcal","","","2176.61kcal"
"2026-04-30","스팸구이","50.25kcal","수육동파육","530.82kcal","들깨순볶음","22.5kcal","","","2176.61kcal"
"2026-04-30","백색우유","129.5kcal","알배기배추겉절이","34.61kcal","쇠고기감자조림","279.91kcal","","","2176.61kcal"
"2026-04-30","연두부샐러드","223.75kcal","참외","38kcal","드링킹요구르트(사과)","275kcal","","","2176.61kcal"
"2026-04-30","배추김치","14kcal","0","0","배추김치","14kcal","","","2176.61kcal"
"2026-05-01","쌀밥","306kcal","찰보리밥","306.16kcal","쌀밥","306kcal","","","2896.55kcal"
"2026-05-01","황태설렁탕","142.87kcal","사골미역국","64.58kcal","쇠고기호박수제비","229.75kcal","","","2896.55kcal"
"2026-05-01","","","콩나물매운잡채","172.13kcal","삼겹살고추장볶음","604.97kcal","","","2896.55kcal"
"2026-05-01","닭감자찜","257.65kcal","돈대갈비찜","63.6kcal","브로콜리&참깨드레싱","105.03kcal","","","2896.55kcal"
"2026-05-01","오이지무침","11.31kcal","마들렌","105kcal","배추김치","14kcal","","","2896.55kcal"
"2025-08-02","백색우유","129.5kcal","배추김치","14kcal","","","","","2896.55kcal"
"2025-08-02","배추김치","14kcal","","","","","","","2896.55kcal"
"2026-05-02","주먹밥(참치마요맛)","340kcal","라면(즉석 컵)","365kcal","잡곡밥","312.38kcal","","","2869.81kcal"
"2026-05-02","치즈불고기버거","619.85kcal","","","닭고기무국","57.8kcal","","","2869.81kcal"
"2026-05-02","버팔로윙","406.71kcal","","","너비아니야채볶음","287.32kcal","","","2869.81kcal"
"2026-05-02","야채크림스프","105.77kcal","","","무부추무침","12.59kcal","","","2869.81kcal"
"2026-05-02","사과(후지)","42.63kcal","","","프로틴음료","110kcal","","","2869.81kcal"
"2026-05-02","백색우유","129.5kcal","","","배추김치","14kcal","","","2869.81kcal"
"2026-05-02","라즈베리과일샐러드","66.26kcal","","","","","","","2869.81kcal"
"2026-05-03","전복죽(완)","480kcal","쌀밥","306kcal","수육돼지국밥","773.13kcal","","","2637.31kcal"
"2026-05-03","쇠고기장조림(완)","293.5kcal","버섯감자찌개","35.1kcal","오징어야채무침","122.25kcal","","","2637.31kcal"
"2026-05-03","무말랭이무침","99.84kcal","쇠고기파프리카볶음","259.98kcal","락교&산고추절임","28.2kcal","","","2637.31kcal"
"2026-05-03","백색우유","129.5kcal","시금치된장무침","18.61kcal","후식(1종)","39kcal","","","2637.31kcal"
"2026-05-03","배추김치","14kcal","대추방울토마토","10.2kcal","배추김치","14kcal","","","2637.31kcal"
"2026-05-03","","","배추김치","14kcal","","","","","2637.31kcal"
"2026-05-04","쌀밥","306kcal","통밀잡곡밥","288.92kcal","쌀밥","306kcal","","","2828.66kcal"
"2026-05-04","바지락아욱된장국","18.45kcal","참치김치찌개","83.15kcal","두부새우젓국","60.74kcal","","","2828.66kcal"
"2026-05-04","햄감자채볶음","83.05kcal","돼지불고기","421.7kcal","훈제오리폭찹","449.85kcal","","","2828.66kcal"
"2026-05-04","마파두부(조식)","170.58kcal","어묵마늘쫑볶음","124.38kcal","가래떡구이","169.4kcal","","","2828.66kcal"
"2026-05-04","백색우유","129.5kcal","알배기배추겉절이","34.72kcal","오이고추장무침","39.22kcal","","","2828.66kcal"
"2026-05-04","배추김치","14kcal","사과에이드","115kcal","배추김치","14kcal","","","2828.66kcal"
"2026-05-05","쌀밥","306kcal","토네이도소시지오므라이스(완)","811.41kcal","찹쌀밥","338kcal","","","3218.52kcal"
"2026-05-05","쇠고기물만둣국","195.26kcal","유부장국","7.27kcal","생크림빵","0kcal","","","3218.52kcal"
"2026-05-05","한입떡갈비","335.65kcal","자메이카통다리바베큐","270.81kcal","오징어콩나물국","82.65kcal","","","3218.52kcal"
"2026-05-05","아삭이고추된장무침","14.55kcal","솜사탕","70kcal","돈육청경채볶음","463.56kcal","","","3218.52kcal"
"2026-05-05","가공우유(딸기)","165kcal","딸기드레싱샐러드","98.6kcal","양배추쌈","17.76kcal","","","3218.52kcal"
"2026-05-05","배추김치","14kcal","배추김치","14kcal","배추김치","14kcal","","","3218.52kcal"
"2026-05-06","쌀밥","306kcal","현미밥","324.15kcal","쌀밥","306kcal","","","3385.21kcal"
"2026-05-06","두부된장찌개","90.12kcal","명태매운탕","204.74kcal","짬뽕찌개","222.47kcal","","","3385.21kcal"
"2026-05-06","비엔나소시지케찹볶음","198.2kcal","쇠고기가지굴소스볶음","298.66kcal","깐풍새우","763.13kcal","","","3385.21kcal"
"2026-05-06","콘치즈계란찜","221.27kcal","김치도토리묵무침","63.04kcal","돈민찌두부조림","227.22kcal","","","3385.21kcal"
"2026-05-06","떠먹는발효유","96kcal","흑당버블티","12.01kcal","대추방울토마토","10.2kcal","","","3385.21kcal"
"2026-05-06","배추김치","14kcal","배추김치","14kcal","배추김치","14kcal","","","3385.21kcal"
"2026-05-07","쌀밥","306kcal","곤드레나물밥&양념장","337.43kcal","대파크림치즈베이글","529.9kcal","","","3515.96kcal"
"2026-05-07","돼지고기감자찌개","109kcal","버섯샤브국","41.04kcal","옥수수콘소시지구이","139.95kcal","","","3515.96kcal"
"2026-05-07","멸치아몬드볶음","88.7kcal","쭈꾸미삼겹살볶음","556.23kcal","포테이토크림스프","135.57kcal","","","3515.96kcal"
"2026-05-07","미트볼과일소스조림","421.4kcal","죽순들깨나물","37.44kcal","콥샐러드","225.2kcal","","","3515.96kcal"
"2026-05-07","두유","140kcal","쌈무&깻잎쌈","12.1kcal","시리얼&과일푸딩","273.5kcal","","","3515.96kcal"
"2026-05-07","배추김치","14kcal","배추김치","14kcal","제로콜라","5kcal","","","3515.96kcal"
"2026-05-07","","","","","백색우유","129.5kcal","","","3515.96kcal"
"2026-05-08","쌀밥","306kcal","홍국쌀밥","252kcal","쌀밥","306kcal","","","2972.07kcal"
"2026-05-08","닭고기미역국","56.4kcal","팽이버섯계란국","63.6kcal","얼큰콩나물국","25.99kcal","","","2972.07kcal"
"2026-05-08","두반장오이볶음","16.02kcal","불고기카레우동볶음","346.34kcal","돼지고기꽈리고추볶음","251.69kcal","","","2972.07kcal"
"2026-05-08","구슬함박스테이크","375.65kcal","유린기돈가스","670.99kcal","양파간장절임","48.26kcal","","","2972.07kcal"
"2026-05-08","백색우유","129.5kcal","사과(후지)","42.63kcal","후식(1종)","39kcal","","","2972.07kcal"
"2026-05-08","배추김치","14kcal","배추김치","14kcal","배추김치","14kcal","","","2972.07kcal"
"2026-05-09","참나물명란스파게티","326.1kcal","컵밥1","505kcal","갈릭버터난","81kcal","","","2523.10kcal"
"2026-05-09","닭가슴살","161.2kcal","","","쌀밥","306kcal","","","2523.10kcal"
"2026-05-09","바나나","81.6kcal","","","팽이버섯유부장국","19.99kcal","","","2523.10kcal"
"2026-05-09","팬케이크1","34.44kcal","","","탄두리치킨야채볶음","15.58kcal","","","2523.10kcal"
"2026-05-09","양배추콘샐러드","106.69kcal","","","콘치즈오븐구이","506.77kcal","","","2523.10kcal"
"2026-05-09","소시지스낵랩","254.73kcal","","","배추김치","14kcal","","","2523.10kcal"
"2026-05-09","탄산음료","110kcal","","","","","","","2523.10kcal"
"2026-05-10","쌀밥","306kcal","찰현미밥","324.15kcal","김밥볶음밥","448.45kcal","","","3203.03kcal"
"2026-05-10","황태콩나물해장국","70.61kcal","시래기육개장","109.78kcal","팽이버섯된장국","33.37kcal","","","3203.03kcal"
"2026-05-10","청양까르보미트볼","216.22kcal","애호박나물","58.24kcal","매콤닭목살볶음","626.32kcal","","","3203.03kcal"
"2026-05-10","얼갈이된장무침","13.97kcal","돼지불고기","421.7kcal","컵형아이스크림(초코)","240kcal","","","3203.03kcal"
"2026-05-10","백색우유","129.5kcal","카스테라","162.72kcal","배추김치","14kcal","","","3203.03kcal"
"2026-05-10","배추김치","14kcal","배추김치","14kcal","","","","","3203.03kcal"
"2026-05-11","쌀밥","306kcal","찰수수밥","307.87kcal","쌀밥","306kcal","","","3199.07kcal"
"2026-05-11","새우살배추국","72.61kcal","한방갈비탕","409.65kcal","수제비만두전골","120.94kcal","","","3199.07kcal"
"2026-05-11","밥싸먹는훈제오리","170.85kcal","모듬전","299.49kcal","콘소메치킨","640.28kcal","","","3199.07kcal"
"2026-05-11","계란말이","18kcal","오징어야채무침&소면","184.44kcal","무피클","22.26kcal","","","3199.07kcal"
"2026-05-11","백색우유","129.5kcal","레몬에이드","50kcal","흑임자샐러드","11.18kcal","","","3199.07kcal"
"2026-05-11","배추김치","14kcal","배추김치","14kcal","마시는발효유","108kcal","","","3199.07kcal"
"2026-05-11","","","","","배추김치","14kcal","","","3199.07kcal"
"2026-05-12","찹쌀밥","338kcal","매콤버섯불고기덮밥","661.58kcal","쌀밥","306kcal","","","2969.13kcal"
"2026-05-12","바지락열무된장국","64.09kcal","유부주머니탕","110.2kcal","꽁치김치찌개","153.87kcal","","","2969.13kcal"
"2026-05-12","돈육호박볶음","268.22kcal","닭다리살구이(볶음)","405.68kcal","언양식반달불고기","312.17kcal","","","2969.13kcal"
"2026-05-12","간장깻잎지","8.07kcal","브로콜리깨소금무침","13.74kcal","오이된장무침","13.51kcal","","","2969.13kcal"
"2026-05-12","가공우유(메론)","195kcal","후식(1종)","39kcal","참외","38kcal","","","2969.13kcal"
"2026-05-12","배추김치","14kcal","배추김치","14kcal","배추김치","14kcal","","","2969.13kcal"
"2026-05-13","쌀밥","306kcal","흑미밥","307.87kcal","쌀밥","306kcal","","","2404.12kcal"
"2026-05-13","두부김치국","60.35kcal","얼큰한오징어국","141.05kcal","쇠고기무국","27.4kcal","","","2404.12kcal"
"2026-05-13","감자풋고추볶음","88.24kcal","훈제돈육부추무침","608.91kcal","명엽채조림","29.01kcal","","","2404.12kcal"
"2026-05-13","햄구이","74kcal","검은콩조림","0.21kcal","미트볼마파두부","220.22kcal","","","2404.12kcal"
"2026-05-13","백색우유","129.5kcal","모듬쌈&두부쌈장","48.36kcal","스테비아대추방울토마토","15kcal","","","2404.12kcal"
"2026-05-13","배추김치","14kcal","배추김치","14kcal","배추김치","14kcal","","","2404.12kcal"
"2026-05-14","쌀밥","306kcal","울면","460.32kcal","쌀밥","306kcal","","","2803.25kcal"
"2026-04-11","닭가슴살샐러드","162.69kcal","0","0","0","0","","","3563.02kcal"
"2026-04-12","쌀밥","297.5kcal","쌀밥","297.5kcal","잡채볶음밥(완)","950.75kcal","","","3563.02kcal"
"2026-04-12","도가니탕(완,조식)","354.74kcal","두부김치국","54.31kcal","유부장국","7.27kcal","","","3563.02kcal"
"2026-04-12","떡갈비구이","316.69kcal","닭간장소스찜","384.08kcal","바싹불고기","326.66kcal","","","3563.02kcal"
"2026-04-12","오이고추장무침","39.01kcal","진미채고추장무침","143.42kcal","토핑형발효유","160kcal","","","3563.02kcal"
"2026-04-12","백색우유","129.5kcal","옛날사라다빵","198.25kcal","배추김치","14kcal","","","3563.02kcal"
"2026-04-12","배추김치","14kcal","깍두기","15.2kcal","0","0","","","2933.25kcal"
"2026-04-13","쌀밥","297.5kcal","흑미밥","299.37kcal","쌀밥","297.5kcal","","","2933.25kcal"
"2026-04-13","돼지고기애호박찌개","100.54kcal","얼큰콩나물국","25.99kcal","근대쇠고기된장국","15.98kcal","","","2933.25kcal"
"2026-04-13","햄감자채볶음","82.84kcal","쇠고기불낙볶음","341.78kcal","감자매운조림","53.48kcal","","","2933.25kcal"
"2026-04-13","계란장조림","143.84kcal","쏘세지롤도그","538.5kcal","고기야채말이","308.25kcal","","","2933.25kcal"
"2026-04-13","백색우유","129.5kcal","새송이버섯들기름무침","18.59kcal","후식(1종)","39kcal","","","2933.25kcal"
"2026-04-13","배추김치","14kcal","파김치","10.8kcal","배추김치","14kcal","","","2801.08kcal"
"2026-04-14","찰현미밥","315.65kcal","쌀밥","297.5kcal","쌀밥","297.5kcal","","","2801.08kcal"
"2026-04-14","유부어묵탕","54.51kcal","짬뽕탕","189.33kcal","바지락아욱된장국","18.41kcal","","","2801.08kcal"
"2026-04-14","미트볼토마토소스조림","308.83kcal","경장육사&꽃빵","330.36kcal","LA식소갈비찜","551.94kcal","","","2801.08kcal"
"2026-04-14","시금치무침","18.7kcal","중화식오이무침","40.74kcal","참나물무침","28.19kcal","","","2801.08kcal"
"2026-04-14","백색우유","129.5kcal","요구르트","65kcal","대추방울토마토","10.2kcal","","","2801.08kcal"
"2026-04-14","배추김치","14kcal","배추김치","14kcal","깍두기","15.2kcal","","","2801.08kcal"
"2026-04-15","쌀밥","297.5kcal","쌀밥","297.5kcal","잡곡밥","304.38kcal","","","2527.96kcal"
"2026-04-15","쇠고기곰탕","63.53kcal","치즈부대찌개","253.1kcal","감자호박국","33.58kcal","","","2527.96kcal"
"2026-04-15","사각어묵볶음","93.85kcal","감자떡","134.14kcal","돼지고기깻잎볶음","396.55kcal","","","2527.96kcal"
"2026-04-15","메추리알고추장조림","211.93kcal","고등어카레구이","314.2kcal","참깨찹쌀경단","436.52kcal","","","2527.96kcal"
"2026-04-15","백색우유","129.5kcal","실곤약야채무침","32.54kcal","두부조림","193.33kcal","","","2527.96kcal"
"2026-04-15","깍두기","15.2kcal","배추김치","14kcal","배추김치","14kcal","","","2527.96kcal"
"2026-04-16","쌀밥","297.5kcal","새우튀김우동","593.28kcal","현미밥","315.65kcal","","","2795.18kcal"
"2026-04-16","닭배추무국","82.88kcal","김밥볶음밥(소량)","222.54kcal","스팸짜글이","108.28kcal","","","2795.18kcal"
"2026-04-16","어떡햄볶음","158.8kcal","닭꼬치","336kcal","등촌샤브불고기","178.12kcal","","","2795.18kcal"
"2026-04-16","양념깻잎지","46kcal","꼬들단무지","12.3kcal","계란말이","94.5kcal","","","2795.18kcal"
"2026-04-16","두유","140kcal","사과(후지)","42.63kcal","백색우유","129.5kcal","","","2795.18kcal"
"2026-04-16","배추김치","14kcal","배추김치","14kcal","배추김치","14kcal","","","2795.18kcal"
"2026-04-17","쌀밥","297.5kcal","조밥","299.29kcal","쌀밥","297.5kcal","","","2789.87kcal"
"2026-04-17","순두부계란탕","99.71kcal","감자옹심이들깨탕","73.3kcal","느타리버섯배추국","28.16kcal","","","2789.87kcal"
"2026-04-17","멸치고추장볶음","116.78kcal","오리고추장주물럭","405.37kcal","파인애플함박스테이크","282.65kcal","","","2789.87kcal"
"2026-04-17","까르보미트볼","310.76kcal","타코야끼","318.11kcal","고구마샐러드&모닝빵","230.55kcal","","","2789.87kcal"
"2026-04-17","가공우유(초코)","220kcal","모듬쌈&두부쌈장","58.55kcal","드링킹요구르트(복숭아)","275kcal","","","2789.87kcal"
"2026-04-17","배추김치","14kcal","배추김치","14kcal","배추김치","14kcal","","","2789.87kcal"
"2026-04-18","블랙버거","577.38kcal","라면(즉석 컵)","365kcal","쌀밥","297.5kcal","","","3645.46kcal"
"2026-04-18","버팔로윙","456.75kcal","0","0","쇠고기무국","27.36kcal","","","3645.46kcal"
"2026-04-18","핫바","97kcal","0","0","돈육청경채볶음","463.56kcal","","","3645.46kcal"
"2026-04-18","바나나","81.6kcal","0","0","감자조림","70.54kcal","","","3645.46kcal"
"2026-04-18","할라피뇨&오이피클","35.16kcal","0","0","프로틴음료","110kcal","","","3645.46kcal"
"2026-04-18","딸기드레싱샐러드","85.2kcal","0","0","배추김치","14kcal","","","3645.46kcal"
"2026-04-18","사이다","350kcal","0","0","0","0","","","3853.61kcal"
"2026-04-19","블루베리크림치즈토스트","805.64kcal","쌀밥","297.5kcal","쌀밥","297.5kcal","","","3853.61kcal"
"2026-04-19","컵형과일푸딩","91kcal","콩나물김치국","15.23kcal","고깃집된장찌개","98.61kcal","","","3853.61kcal"
"2026-04-19","치킨텐더샐러드","200.9kcal","쇠고기야채볶음","426.86kcal","순대막창볶음","315.32kcal","","","3853.61kcal"
